assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	status	detail
GCA_000428765.1	SAMN02440608	Brevundimonas aveniformis DSM 17977	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000428765.1	SAMN02440608	Brevundimonas aveniformis DSM 17977	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000429385.1	SAMN02441201	Alcaligenes phenolicus DSM 16503	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000429765.1	SAMN02440622	Gemmobacter nectariphilus DSM 15620	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000429765.1	SAMN02440622	Gemmobacter nectariphilus DSM 15620	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000429925.1	SAMN02440872	Desulfatirhabdium butyrativorans DSM 18734	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000430225.1	SAMN02469990	Acinetobacter junii CIP 107470 = MTCC 11364	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000430245.1	SAMN02470001	Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000430825.1	SAMN02441479	Chryseobacterium daeguense DSM 19388	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000430885.1	SAMN02440796	Desulfotruncus alcoholivorax DSM 16058	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000438805.2	SAMN02802538	Vibrio paracholerae VCC19	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000439355.1	SAMN02470045	Sphingomonas sp. YL-JM2C	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000445495.1	SAMN02471178	Virgibacillus sp. CM-4	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000465595.1	SAMN02469684	Pseudomonas simiae	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000472665.1	SAMN02440712	Acetobacterium malicum subsp. dehalogenans DSM 11527	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000482465.1	SAMN02440771	Runella limosa DSM 17973	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000482465.1	SAMN02440771	Runella limosa DSM 17973	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000484635.1	SAMN02441113	Comamonas badia DSM 17552	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000484635.1	SAMN02441113	Comamonas badia DSM 17552	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000485795.1	SAMN02469853	Shewanella decolorationis S12	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000485795.1	SAMN02469853	Shewanella decolorationis S12	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000497755.1	SAMN02299295	Aliihoeflea sp. 2WW	SC1-ENV-LOCAL-GROUNDWATER	Environment_Medium_SD	groundwater	blank_or_same	existing_different=agricultural/food-production water	existing_different	existing_different
GCA_000498355.1	SAMN02324738	Clostridium sp. Ade.TY	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=leachate	existing_different	existing_different
GCA_000498455.1	SAMN02324641	Paraclostridium bifermentans WYM	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=leachate	existing_different	existing_different
GCA_000508085.1	SAMN02364111	Sediminibacterium sp. C3	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000508085.1	SAMN02364111	Sediminibacterium sp. C3	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000512235.1	SAMN02597160	Syntrophorhabdus aromaticivorans UI	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000512275.1	SAMN02471806	Pseudomonas moraviensis R28-S	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000512415.1	SAMN02317206	Clostridium perfringens JJC	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=leachate	existing_different	existing_different
GCA_000519285.1	SAMN02584910	Thermacetogenium phaeum DSM 12270	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000526375.1	SAMN02584933	Aminiphilus circumscriptus DSM 16581	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000526395.1	SAMN02584934	Aminobacterium mobile DSM 12262	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000559045.1	SAMN02952958	Acidithiobacillus thiooxidans A01	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000584955.2	SAMN00778986	Candidatus Accumulibacter vicinus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000584975.2	SAMN00778987	Candidatus Accumulibacter cognatus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000584995.1	SAMN02445069	Candidatus Accumulibacter sp. SK-11	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000585015.1	SAMN02445085	Candidatus Accumulibacter adjunctus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000585035.2	SAMN02445066	Candidatus Accumulibacter phosphatis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000585055.1	SAMN02445066	Candidatus Accumulibacter appositus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000585075.1	SAMN02445067	Candidatus Accumulibacter regalis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000585095.1	SAMN02445066	Candidatus Accumulibacter sp. BA-94	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000585155.1	SAMN02951872	Aliarcobacter faecis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000585175.1	SAMN02951873	Arcobacter sp. AF1028	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000586515.1	SAMN02639609	Escherichia coli LR09	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000611125.1	SAMN02666912	Cupriavidus sp. SK-4	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000611145.2	SAMN02666914	Cupriavidus sp. SK-3	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000620105.1	SAMN02952990	Microvirgula aerodenitrificans DSM 15089	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000620105.1	SAMN02952990	Microvirgula aerodenitrificans DSM 15089	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000620125.1	SAMN02952991	Clostridiisalibacter paucivorans DSM 22131	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000621045.1	SAMN02743981	Acinetobacter baylyi DSM 14961 = CIP 107474	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000621065.1	SAMN02743973	Acinetobacter tandoii DSM 14970 = CIP 107469	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000621305.1	SAMN02743986	Thauera linaloolentis 47Lol = DSM 12138	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000621305.1	SAMN02743986	Thauera linaloolentis 47Lol = DSM 12138	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000632755.1	SAMN02690695	Pseudomonas aeruginosa	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000632755.1	SAMN02690695	Pseudomonas aeruginosa	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000635895.2	SAMN02693464	Bacillus cereus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000635915.2	SAMN02693465	Brevundimonas naejangsanensis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000685355.1	SAMN02708520	Microbacterium sp. CH12i	SC1-ENV-LOCAL-GROUNDWATER	Environment_Medium_SD	groundwater	blank_or_same	existing_different=agricultural/food-production water	existing_different	existing_different
GCA_000686705.1	SAMN02743370	Clostridium hydrogeniformans DSM 21757	SC1-ENV-LOCAL-GROUNDWATER	Environment_Medium_SD	groundwater	blank_or_same	existing_different=freshwater	existing_different	existing_different
GCA_000686885.1	SAMN02743358	Flavobacterium sasangense DSM 21067	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000688495.1	SAMN02743902	Acinetobacter towneri DSM 14962 = CIP 107472	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000698575.1	SAMN02671701	Caballeronia zhejiangensis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000702325.1	SAMN02841200	Thiomicrorhabdus sp. Milos-T2	SC1-ENV-MEDIUM-MARINE	Environment_Broad_Scale_SD	marine environment	blank_or_same	existing_different=geologic/extreme environment	existing_different	existing_different
GCA_000702665.1	SAMN02841169	Solidesulfovibrio alcoholivorans DSM 5433	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000714435.1	SAMN02720812	Exiguobacterium alkaliphilum 12/1	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=soil	existing_different	existing_different
GCA_000714935.1	SAMN02739931	Tumebacillus flagellatus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000715175.2	SAMN02768546	Rhizorhabdus wittichii DC-6	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000722555.1	SAMN02769460	Sphingobium sp. DC-2	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=soil	existing_different	existing_different
GCA_000741645.1	SAMN02673441	Bifidobacterium minimum	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000741775.1	SAMN02673455	Bifidobacterium subtile	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000741845.1	SAMN02943815	Dehalococcoides mccartyi	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000742775.1	SAMN02947409	Pseudomonas sp. 1-7	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_000754805.1	SAMN02940921	Yersinia frederiksenii ATCC 33641	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000759995.1	SAMD00019899	Acinetobacter tjernbergiae	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000760555.1	SAMD00019897	Acinetobacter tandoii	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000760575.1	SAMD00019901	Acinetobacter towneri	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_000763225.1	SAMN03077700	Pseudomonas sp. H2	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000764325.1	SAMN02708866	Vibrio navarrensis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000764355.1	SAMN02708867	Vibrio navarrensis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_000767055.1	SAMN02356458	Corynebacterium doosanense CAU 212 = DSM 45436	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000801125.1	SAMN03217555	Rhodococcus sp. Chr-9	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_000806455.1	SAMN03222687	Listeria monocytogenes	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_000812545.1	SAMN03262488	Arthrobacter sp. W1	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
