synonym,source_column,original_value,normalized_value,destination,category,proposed_value,broad_value,ontology_id,method,confidence,status,note
Soil from Natural Forests,,Soil from Natural Forests,soil from natural forests,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
Wastewater influent,,Wastewater influent,wastewater influent,Environment_Medium_SD,wastewater,wastewater,environmental material,ENVO:00002001,dictionary,high,approved,manual context recovery review 2026-04-28
sediment metagenome,,sediment metagenome,sediment metagenome,Environment_Medium_SD,sediment,sediment,environmental material,ENVO:00002007,dictionary,high,approved,manual context recovery review 2026-04-28
wastewater metagenome,,wastewater metagenome,wastewater metagenome,Environment_Medium_SD,wastewater,wastewater,environmental material,ENVO:00002001,dictionary,high,approved,manual context recovery review 2026-04-28
forest soil,,forest soil,forest soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
Blood Derived Normal,,Blood Derived Normal,blood derived normal,Sample_Type_SD,blood,blood,clinical/host-associated material,UBERON:0000178,dictionary,high,approved,manual context recovery review 2026-04-28
Waste Water [ENVO:00002001],,Waste Water [ENVO:00002001],waste water envo 00002001,Environment_Medium_SD,wastewater,wastewater,environmental material,ENVO:00002001,dictionary,high,approved,manual context recovery review 2026-04-28
Animal-Cattle-Beef Cow (cecal),,Animal-Cattle-Beef Cow (cecal),animal cattle beef cow cecal,Sample_Type_SD,beef,beef,food/source material,,dictionary,high,approved,manual context recovery review 2026-04-28
hotspring water,,hotspring water,hotspring water,Environment_Medium_SD,spring water,spring water,environmental material,ENVO:00002006,dictionary,high,approved,manual context recovery review 2026-04-28; refined generic water mapping 2026-04-30
microbial mat|sediment,,microbial mat|sediment,microbial mat sediment,Environment_Medium_SD,sediment,sediment,environmental material,ENVO:00002007,dictionary,high,approved,manual context recovery review 2026-04-28
cattle feces,,cattle feces,cattle feces,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,manual context recovery review 2026-04-28
Wastewater treatment plant,,Wastewater treatment plant,wastewater treatment plant,Environment_Medium_SD,wastewater,wastewater,environmental material,ENVO:00002001,dictionary,high,approved,manual context recovery review 2026-04-28
"Municipal wastewater, Sand Island WWTP",,"Municipal wastewater, Sand Island WWTP",municipal wastewater sand island wwtp,Environment_Medium_SD,wastewater,wastewater,environmental material,ENVO:00002001,dictionary,high,approved,manual context recovery review 2026-04-28
water deer,,water deer,water deer,Environment_Medium_SD,water,water,environmental material,ENVO:00002006,dictionary,high,approved,manual context recovery review 2026-04-28
agricultural soil,,agricultural soil,agricultural soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
Fecal microbiome of Nelore,,Fecal microbiome of Nelore,fecal microbiome of nelore,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,manual context recovery review 2026-04-28
Fecal microbiome of Bos indicus,,Fecal microbiome of Bos indicus,fecal microbiome of bos indicus,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,manual context recovery review 2026-04-28
Feces of Bos indicus,,Feces of Bos indicus,feces of bos indicus,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,manual context recovery review 2026-04-28
"Human, Stool",,"Human, Stool",human stool,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,manual context recovery review 2026-04-28
paddy soil,,paddy soil,paddy soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
cattle fecal samples,,cattle fecal samples,cattle fecal samples,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,manual context recovery review 2026-04-28
Clinical or host-associated pathogen,,Clinical or host-associated pathogen,clinical or host associated pathogen,Sample_Type_SD,clinical sample,clinical sample,,,dictionary,high,approved,manual context recovery review 2026-04-28
Coastal bare tidal mudflat sediment,,Coastal bare tidal mudflat sediment,coastal bare tidal mudflat sediment,Environment_Medium_SD,sediment,sediment,environmental material,ENVO:00002007,dictionary,high,approved,manual context recovery review 2026-04-28
water metagenome,,water metagenome,water metagenome,Environment_Medium_SD,water,water,environmental material,ENVO:00002006,dictionary,high,approved,manual context recovery review 2026-04-28
coastal sea water [ENVO_00002150],,coastal sea water [ENVO_00002150],coastal sea water envo 00002150,Environment_Medium_SD,water,water,environmental material,ENVO:00002006,dictionary,high,needs_review,manual context recovery review 2026-04-28; demoted duplicate conflict 2026-04-30; preferred=seawater
Calf fecal composite,,Calf fecal composite,calf fecal composite,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,manual context recovery review 2026-04-28
water column,,water column,water column,Environment_Medium_SD,water column,water column,environmental material,ENVO:00002006,dictionary,high,approved,manual context recovery review 2026-04-28; refined generic water mapping 2026-04-30
peat soil,,peat soil,peat soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
hypersaline soda lake sediment,,hypersaline soda lake sediment,hypersaline soda lake sediment,Environment_Medium_SD,sediment,sediment,environmental material,ENVO:00002007,dictionary,high,approved,manual context recovery review 2026-04-28
water buffalo,,water buffalo,water buffalo,Environment_Medium_SD,water,water,environmental material,ENVO:00002006,dictionary,high,approved,manual context recovery review 2026-04-28
Mine wastewater,,Mine wastewater,mine wastewater,Environment_Medium_SD,wastewater,wastewater,environmental material,ENVO:00002001,dictionary,high,approved,manual context recovery review 2026-04-28
soil sample,,soil sample,soil sample,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
soil adjacent to human cadaver hip,,soil adjacent to human cadaver hip,soil adjacent to human cadaver hip,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
non tidal fresh water river,,non tidal fresh water river,non tidal fresh water river,Environment_Medium_SD,river water,river water,environmental material,,dictionary,high,approved,manual context recovery review 2026-04-28
Glacier foreland soil,,Glacier foreland soil,glacier foreland soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
"sugarcane leaf, stem, root and rhizosphere soil",,"sugarcane leaf, stem, root and rhizosphere soil",sugarcane leaf stem root and rhizosphere soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
peat soil [ENVO:00005774],,peat soil [ENVO:00005774],peat soil envo 00005774,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
water river,,water river,water river,Environment_Medium_SD,river water,river water,environmental material,,dictionary,high,approved,manual context recovery review 2026-04-28
Grassland soil,,Grassland soil,grassland soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
hot spring sediment,,hot spring sediment,hot spring sediment,Environment_Medium_SD,sediment,sediment,environmental material,ENVO:00002007,dictionary,high,approved,manual context recovery review 2026-04-28
poultry farm soil,,poultry farm soil,poultry farm soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
Sediment from Urban Saltwater,,Sediment from Urban Saltwater,sediment from urban saltwater,Environment_Medium_SD,sediment,sediment,environmental material,ENVO:00002007,dictionary,high,approved,manual context recovery review 2026-04-28
surface soil [ENVO:02000059],,surface soil [ENVO:02000059],surface soil envo 02000059,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
Suwannee river water,,Suwannee river water,suwannee river water,Environment_Medium_SD,river water,river water,environmental material,,dictionary,high,approved,manual context recovery review 2026-04-28
ant-built patch material,,ant-built patch material,ant built patch material,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
well water,,well water,well water,Environment_Medium_SD,water,water,environmental material,ENVO:00002006,dictionary,high,approved,manual context recovery review 2026-04-28
clinical sample,,clinical sample,clinical sample,Sample_Type_SD,clinical sample,clinical sample,,,dictionary,high,approved,manual context recovery review 2026-04-28
antartic soil,,antartic soil,antartic soil,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
water (Dead-end ultrafiltration (DEUF)),,water (Dead-end ultrafiltration (DEUF)),water dead end ultrafiltration deuf,Environment_Medium_SD,water,water,environmental material,ENVO:00002006,dictionary,high,approved,manual context recovery review 2026-04-28
finished ground turkey,,finished ground turkey,finished ground turkey,Sample_Type_SD,turkey meat,turkey meat,food/source material,,dictionary,high,approved,manual context recovery review 2026-04-28
water canal,,water canal,water canal,Environment_Medium_SD,environmental water,environmental water,environmental material,ENVO:00002006,dictionary,high,approved,manual context recovery review 2026-04-28; targeted suspicious fallback refinement 3 2026-04-30
Soil from Natural Grassland formations,,Soil from Natural Grassland formations,soil from natural grassland formations,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
soil [ENVO:00001998] |sphagnum bog [ENVO:00002268],,soil [ENVO:00001998] |sphagnum bog [ENVO:00002268],soil envo 00001998 sphagnum bog envo 00002268,Environment_Medium_SD,soil,soil,environmental material,ENVO:00001998,dictionary,high,approved,manual context recovery review 2026-04-28
